"","school_district","school_code","school_name","postal_code","school_category","type","city","grade_10_enrollment","grade_11_enrollment","grade_12_enrollment","short_postal_code","district_name","health_authority"
"1229",43,4395054,"North Fraser Youth Day Treatment School","V3J6B1","Public School","Short term PRP school","COQUITLAM","N","N","N","V3J","Coquitlam","Fraser"
"1230",43,4396074,"Our Lady of Fatima","V3K4C7","Independent School","Standard school","COQUITLAM","N","N","N","V3K","Coquitlam","Fraser"
"1231",43,4396137,"Queen of All Saints Elementary","V3J3P4","Independent School","Standard school","COQUITLAM","N","N","N","V3J","Coquitlam","Fraser"
"1232",43,4396380,"Our Lady of the Assumption","V3B6G8","Independent School","Standard school","PORT COQUITLAM","N","N","N","V3B","Coquitlam","Fraser"
"1233",43,4396579,"British Columbia Christian Academy","V3B5A8","Independent School","Standard school","PORT COQUITLAM","Y","Y","Y","V3B","Coquitlam","Fraser"
"1234",43,4396588,"Traditional Learning Academy","V3K2X3","Independent School","Standard school","COQUITLAM","Y","Y","Y","V3K","Coquitlam","Fraser"
"1235",43,4396629,"Archbishop Carney Regional Secondary","V3B8G7","Independent School","Standard school","PORT COQUITLAM","Y","Y","Y","V3B","Coquitlam","Fraser"
"1236",43,4396635,"Hope Lutheran Christian School","V3B4A7","Independent School","Standard school","PORT COQUITLAM","N","N","N","V3B","Coquitlam","Fraser"
"1237",43,4396727,"Greater Heights Learning Academy","V3J3Z8","Independent School","Standard school","COQUITLAM","Y","Y","Y","V3J","Coquitlam","Fraser"
"1238",43,4396806,"Children of Integrity Montessori","V3H3S7","Independent School","Standard school","COQUITLAM","N","N","N","V3H","Coquitlam","Fraser"
"1239",43,4396924,"Royal Bridge High School","V5H4G5","Independent School","Standard school","COQUITLAM","Y","Y","Y","V5H","Coquitlam","Fraser"
"1240",43,4399143,"Coquitlam Open Learning","V3K1G5","Public School","Provincial online learning school","COQUITLAM","Y","Y","Y","V3K","Coquitlam","Fraser"
"1241",43,4399179,"CLC","V3K5G2","Public School","Alternate programs school","COQUITLAM","Y","Y","Y","V3K","Coquitlam","Fraser"
"1242",43,4399211,"Apex","V3J1Y5","Public School","Provincial online learning school","COQUITLAM","N","N","N","V3J","Coquitlam","Fraser"
"1243",43,4399220,"Encompass 10-12","V3J1Y5","Public School","Alternate programs school","COQUITLAM","Y","Y","Y","V3J","Coquitlam","Fraser"
"1244",43,4399226,"Suwa'lkh School","V3K1G5","Public School","Alternate programs school","COQUITLAM","Y","Y","Y","V3K","Coquitlam","Fraser"
"1245",44,4425046,"Westview StrongStart Centre","V7M3C3","Early learning school","StrongStart center","NORTH VANCOUVER","N","N","N","V7M","North Vancouver","Vancouver Coastal"
"1246",44,4425142,"Eastview StrongStart Centre","V7J2M7","Early learning school","StrongStart center","NORTH VANCOUVER","N","N","N","V7J","North Vancouver","Vancouver Coastal"
"1247",44,4425143,"Lynnmour StrongStart Centre","V7J2G6","Early learning school","StrongStart center","NORTH VANCOUVER","N","N","N","V7J","North Vancouver","Vancouver Coastal"
"1248",44,4425144,"Norgate StrongStart Centre","V7P1L9","Early learning school","StrongStart center","NORTH VANCOUVER","N","N","N","V7P","North Vancouver","Vancouver Coastal"
"1249",44,4425269,"Seymour Heights StrongStart Centre","V7H1H5","Early learning school","StrongStart center","NORTH VANCOUVER","N","N","N","V7H","North Vancouver","Vancouver Coastal"
"1250",44,4425270,"Boundary StrongStart","V7K1A4","Early learning school","StrongStart center","NORTH VANCOUVER","N","N","N","V7K","North Vancouver","Vancouver Coastal"
"1251",44,4425271,"Montroyal StrongStart Centre","V7R3V8","Early learning school","StrongStart center","NORTH VANCOUVER","N","N","N","V7R","North Vancouver","Vancouver Coastal"
"1252",44,4444000,"Continuing Ed SD 44","V7N3T7","Public School","Continuing education school","NORTH VANCOUVER","N","N","N","V7N","North Vancouver","Vancouver Coastal"
"1253",44,4444001,"Lynn Valley Elementary","V7K3E5","Public School","Standard school","NORTH VANCOUVER","N","N","N","V7K","North Vancouver","Vancouver Coastal"
"1254",44,4444003,"Ridgeway Elementary","V7L1Z5","Public School","Standard school","NORTH VANCOUVER","N","N","N","V7L","North Vancouver","Vancouver Coastal"
"1255",44,4444005,"Queen Mary Community Elementary","V7M1L8","Public School","Standard school","NORTH VANCOUVER","N","N","N","V7M","North Vancouver","Vancouver Coastal"
"1256",44,4444008,"Capilano Elementary","V7P2B9","Public School","Standard school","NORTH VANCOUVER","N","N","N","V7P","North Vancouver","Vancouver Coastal"
"1257",44,4444009,"Westview Elementary","V7M0A1","Public School","Standard school","NORTH VANCOUVER","N","N","N","V7M","North Vancouver","Vancouver Coastal"
"1258",44,4444011,"Highlands Elementary","V7R2R6","Public School","Standard school","NORTH VANCOUVER","N","N","N","V7R","North Vancouver","Vancouver Coastal"
"1259",44,4444012,"Sutherland Secondary","V7L4C2","Public School","Standard school","NORTH VANCOUVER","Y","Y","Y","V7L","North Vancouver","Vancouver Coastal"
"1260",44,4444013,"Norgate Community Elementary","V7P1L9","Public School","Standard school","NORTH VANCOUVER","N","N","N","V7P","North Vancouver","Vancouver Coastal"
"1261",44,4444014,"Canyon Heights Elementary","V7R3A2","Public School","Standard school","NORTH VANCOUVER","N","N","N","V7R","North Vancouver","Vancouver Coastal"
"1262",44,4444016,"Queensbury Elementary","V7L3V3","Public School","Standard school","NORTH VANCOUVER","N","N","N","V7L","North Vancouver","Vancouver Coastal"
"1263",44,4444017,"Eastview Elementary","V7J2M7","Public School","Standard school","NORTH VANCOUVER","N","N","N","V7J","North Vancouver","Vancouver Coastal"
"1264",44,4444019,"Seymour Heights Elementary","V7H1H5","Public School","Standard school","NORTH VANCOUVER","N","N","N","V7H","North Vancouver","Vancouver Coastal"
"1265",44,4444021,"Upper Lynn Elementary","V7K1W8","Public School","Standard school","NORTH VANCOUVER","N","N","N","V7K","North Vancouver","Vancouver Coastal"
"1266",44,4444022,"Argyle Secondary","V7K1J3","Public School","Standard school","NORTH VANCOUVER","Y","Y","Y","V7K","North Vancouver","Vancouver Coastal"
"1267",44,4444023,"Carisbrooke Elementary","V7N1N5","Public School","Standard school","NORTH VANCOUVER","N","N","N","V7N","North Vancouver","Vancouver Coastal"
"1268",44,4444024,"Braemar Elementary","V7N3T6","Public School","Standard school","NORTH VANCOUVER","N","N","N","V7N","North Vancouver","Vancouver Coastal"
"1269",44,4444025,"Handsworth Secondary","V7R2A7","Public School","Standard school","NORTH VANCOUVER","Y","Y","Y","V7R","North Vancouver","Vancouver Coastal"
"1270",44,4444026,"Windsor Secondary","V7H2E9","Public School","Standard school","NORTH VANCOUVER","Y","Y","Y","V7H","North Vancouver","Vancouver Coastal"
"1271",44,4444027,"Cleveland Elementary","V7R1T5","Public School","Standard school","NORTH VANCOUVER","N","N","N","V7R","North Vancouver","Vancouver Coastal"
"1272",44,4444029,"Ross Road Elementary","V7J2Y9","Public School","Standard school","NORTH VANCOUVER","N","N","N","V7J","North Vancouver","Vancouver Coastal"
"1273",44,4444031,"Montroyal Elementary","V7R3V8","Public School","Standard school","NORTH VANCOUVER","N","N","N","V7R","North Vancouver","Vancouver Coastal"
"1274",44,4444032,"Sherwood Park Elementary","V7G1A5","Public School","Standard school","NORTH VANCOUVER","N","N","N","V7G","North Vancouver","Vancouver Coastal"
"1275",44,4444034,"Larson Elementary","V7N3W4","Public School","Standard school","NORTH VANCOUVER","N","N","N","V7N","North Vancouver","Vancouver Coastal"
"1276",44,4444036,"Carson Graham Secondary","V7M2W7","Public School","Standard school","NORTH VANCOUVER","Y","Y","Y","V7M","North Vancouver","Vancouver Coastal"
"1277",44,4444037,"Brooksbank Elementary","V7L2N2","Public School","Standard school","NORTH VANCOUVER","N","N","N","V7L","North Vancouver","Vancouver Coastal"
"1278",44,4444041,"Blueridge Elementary","V7H1M4","Public School","Standard school","NORTH VANCOUVER","N","N","N","V7H","North Vancouver","Vancouver Coastal"
"1279",44,4444043,"Boundary Elementary","V7K1A4","Public School","Standard school","NORTH VANCOUVER","N","N","N","V7K","North Vancouver","Vancouver Coastal"
"1280",44,4444046,"Lynnmour Elementary School","V7J2G6","Public School","Standard school","NORTH VANCOUVER","N","N","N","V7J","North Vancouver","Vancouver Coastal"
"1281",44,4444047,"Seycove Secondary Community","V7G2A6","Public School","Standard school","NORTH VANCOUVER","Y","Y","Y","V7G","North Vancouver","Vancouver Coastal"
"1282",44,4444048,"Dorothy Lynas Elementary","V7G2R2","Public School","Standard school","NORTH VANCOUVER","N","N","N","V7G","North Vancouver","Vancouver Coastal"
"1283",44,4444049,"Cove Cliff Elementary","V7G1W4","Public School","Standard school","NORTH VANCOUVER","N","N","N","V7G","North Vancouver","Vancouver Coastal"
"1284",44,4496062,"St. Thomas Aquinas","V7M1M5","Independent School","Standard school","NORTH VANCOUVER","Y","Y","Y","V7M","North Vancouver","Vancouver Coastal"
"1285",44,4496120,"Holy Trinity School","V7N2H1","Independent School","Standard school","NORTH VANCOUVER","N","N","N","V7N","North Vancouver","Vancouver Coastal"
"1286",44,4496151,"St. Edmund's","V7M2R7","Independent School","Standard school","NORTH VANCOUVER","N","N","N","V7M","North Vancouver","Vancouver Coastal"
"1287",44,4496204,"Kenneth Gordon","V7H1S8","Independent School","Standard school","NORTH VANCOUVER","Y","Y","Y","V7H","North Vancouver","Vancouver Coastal"
"1288",44,4496214,"Vancouver Waldorf School","V7K2B6","Independent School","Standard school","NORTH VANCOUVER","Y","Y","Y","V7K","North Vancouver","Vancouver Coastal"
"1289",44,4496551,"Bodwell High School","V7P3S4","Independent School","Standard school","North Vancouver","Y","Y","Y","V7P","North Vancouver","Vancouver Coastal"
"1290",44,4496606,"Lions Gate Christian Academy","V7H2G3","Independent School","Standard school","NORTH VANCOUVER","Y","Y","Y","V7H","North Vancouver","Vancouver Coastal"
"1291",44,4496638,"Cousteau L'ecole Francaise Interna'le","V7K2E6","Independent School","Standard school","NORTH VANCOUVER","N","N","N","V7K","North Vancouver","Vancouver Coastal"
"1292",44,4496652,"St. Pius X Elementary School","V7G1R6","Independent School","Standard school","NORTH VANCOUVER","N","N","N","V7G","North Vancouver","Vancouver Coastal"
"1293",44,4496654,"North Star Montessori Elementary School","V7J1J3","Independent School","Standard school","NORTH VANCOUVER","N","N","N","V7J","North Vancouver","Vancouver Coastal"
"1294",44,4496739,"Brockton Preparatory School","V7J3E8","Independent School","Standard school","NORTH VANCOUVER","Y","Y","Y","V7J","North Vancouver","Vancouver Coastal"
"1295",44,4496861,"St. Alcuin College for the Liberal Arts","V7L3H6","Independent School","Standard school","NORTH VANCOUVER","Y","Y","Y","V7L","North Vancouver","Vancouver Coastal"
"1296",44,4496978,"Saplings Nature School","V7P2G4","Independent School","Standard school","NORTH VANCOUVER","N","N","N","V7P","North Vancouver","Vancouver Coastal"
"1297",44,4499176,"North Vancouver Online Learning","V7N3T7","Public School","Provincial online learning school","NORTH VANCOUVER","Y","Y","Y","V7N","North Vancouver","Vancouver Coastal"
"1298",44,4499191,"Mountainside Secondary","V7N3T7","Public School","Alternate programs school","NORTH VANCOUVER","Y","Y","Y","V7N","North Vancouver","Vancouver Coastal"
"1299",45,4525047,"Hollyburn StrongStart Centre","V7T1H5","Early learning school","StrongStart center","WEST VANCOUVER","N","N","N","V7T","West Vancouver","Vancouver Coastal"
"1300",45,4525145,"Eagle Harbour StrongStart Centre","V7W2R4","Early learning school","StrongStart center","WEST VANCOUVER","N","N","N","V7W","West Vancouver","Vancouver Coastal"
"1301",45,4525272,"Bowen Island StrongStart Centre","V0N1G0","Early learning school","StrongStart center","BOWEN ISLAND","N","N","N","V0N","West Vancouver","Vancouver Coastal"
"1302",45,4545010,"Sentinel Secondary","V7S2R2","Public School","Standard school","WEST VANCOUVER","Y","Y","Y","V7S","West Vancouver","Vancouver Coastal"
"1303",45,4545015,"West Vancouver Secondary","V7V2G7","Public School","Standard school","WEST VANCOUVER","Y","Y","Y","V7V","West Vancouver","Vancouver Coastal"
"1304",45,4545019,"Bowen Island Community School","V0N1G0","Public School","Standard school","BOWEN ISLAND","N","N","N","V0N","West Vancouver","Vancouver Coastal"
"1305",45,4545020,"Caulfeild Elementary","V7W2M8","Public School","Standard school","WEST VANCOUVER","N","N","N","V7W","West Vancouver","Vancouver Coastal"
"1306",45,4545025,"Ecole Cedardale","V7T1Z3","Public School","Standard school","WEST VANCOUVER","N","N","N","V7T","West Vancouver","Vancouver Coastal"
"1307",45,4545030,"Chartwell Elementary","V7S2R3","Public School","Standard school","WEST VANCOUVER","N","N","N","V7S","West Vancouver","Vancouver Coastal"
"1308",45,4545035,"Cypress Park Primary","V7V1P2","Public School","Standard school","WEST VANCOUVER","N","N","N","V7V","West Vancouver","Vancouver Coastal"
"1309",45,4545040,"Eagle Harbour Montessori","V7W2R4","Public School","Standard school","WEST VANCOUVER","N","N","N","V7W","West Vancouver","Vancouver Coastal"
"1310",45,4545045,"Gleneagles Elementary","V7W2S5","Public School","Standard school","WEST VANCOUVER","N","N","N","V7W","West Vancouver","Vancouver Coastal"
"1311",45,4545055,"Hollyburn Elementary","V7T1H5","Public School","Standard school","WEST VANCOUVER","N","N","N","V7T","West Vancouver","Vancouver Coastal"
"1312",45,4545060,"Irwin Park Elementary","V7V1Y2","Public School","Standard school","WEST VANCOUVER","N","N","N","V7V","West Vancouver","Vancouver Coastal"
"1313",45,4545062,"Lions Bay Community School","V0N2E0","Public School","Standard school","LIONS BAY","N","N","N","V0N","West Vancouver","Vancouver Coastal"
"1314",45,4545065,"Ecole Pauline Johnson Elementary","V7V4C4","Public School","Standard school","WEST VANCOUVER","N","N","N","V7V","West Vancouver","Vancouver Coastal"
"1315",45,4545070,"Ridgeview Elementary","V7T2G3","Public School","Standard school","WEST VANCOUVER","N","N","N","V7T","West Vancouver","Vancouver Coastal"
"1316",45,4545075,"West Bay Elementary","V7V3E3","Public School","Standard school","WEST VANCOUVER","N","N","N","V7V","West Vancouver","Vancouver Coastal"
"1317",45,4545080,"Westcot Elementary","V7S1N7","Public School","Standard school","WEST VANCOUVER","N","N","N","V7S","West Vancouver","Vancouver Coastal"
"1318",45,4545081,"Rockridge Secondary","V7W3H2","Public School","Standard school","WEST VANCOUVER","Y","Y","Y","V7W","West Vancouver","Vancouver Coastal"
"1319",45,4596076,"St. Anthony's","V7T1L8","Independent School","Standard school","WEST VANCOUVER","N","N","N","V7T","West Vancouver","Vancouver Coastal"
"1320",45,4596367,"Collingwood School","V7S3H4","Independent School","Standard school","WEST VANCOUVER","Y","Y","Y","V7S","West Vancouver","Vancouver Coastal"
"1321",45,4596639,"Island Pacific School","V0N1G0","Independent School","Standard school","BOWEN ISLAND","N","N","N","V0N","West Vancouver","Vancouver Coastal"
"1322",45,4596701,"Mulgrave School","V7S3H9","Independent School","Standard school","WEST VANCOUVER","Y","Y","Y","V7S","West Vancouver","Vancouver Coastal"
"1323",45,4599309,"West Vancouver Inglewood Secondary","V7V2G7","Public School","Alternate programs school","WEST VANCOUVER","Y","Y","Y","V7V","West Vancouver","Vancouver Coastal"
"1324",46,4625048,"Sechelt StrongStart Centre","V0N3A0","Early learning school","StrongStart center","SECHELT","N","N","N","V0N","Sunshine Coast","Vancouver Coastal"
"1325",46,4625086,"Gibsons StrongStart Program","V0N1V0","Early learning school","StrongStart center","SECHELT","N","N","N","V0N","Sunshine Coast","Vancouver Coastal"
"1326",46,4625146,"Madeira Park StrongStart Centre","V0N3A0","Early learning school","StrongStart center","SECHELT","N","N","N","V0N","Sunshine Coast","Vancouver Coastal"
"1327",46,4625273,"Halfmoon Bay StrongStart Centre","V0N1Y1","Early learning school","StrongStart center","SECHELT","N","N","N","V0N","Sunshine Coast","Vancouver Coastal"
"1328",46,4625274,"Roberts Creek StrongStart Centre","V0N2W0","Early learning school","StrongStart center","SECHELT","N","N","N","V0N","Sunshine Coast","Vancouver Coastal"
"1329",46,4625441,"SD 46 StrongStart BC Outreach Program #1","V0N3A0","Early learning school","StrongStart outreach","SECHELT","N","N","N","V0N","Sunshine Coast","Vancouver Coastal"
"1330",46,4646000,"Continuing Ed SD 46","V0N1V0","Public School","Continuing education school","GIBSONS","N","N","Y","V0N","Sunshine Coast","Vancouver Coastal"
"1331",46,4646001,"Gibsons Elementary","V0N1V9","Public School","Standard school","GIBSONS","N","N","N","V0N","Sunshine Coast","Vancouver Coastal"
"1332",46,4646007,"Madeira Park Elementary","V0N2H0","Public School","Standard school","MADEIRA PARK","N","N","N","V0N","Sunshine Coast","Vancouver Coastal"
"1333",46,4646008,"Elphinstone Secondary","V0N1V7","Public School","Standard school","GIBSONS","Y","Y","Y","V0N","Sunshine Coast","Vancouver Coastal"
"1334",46,4646009,"Roberts Creek Elementary","V0N2W0","Public School","Standard school","ROBERTS CREEK","N","N","N","V0N","Sunshine Coast","Vancouver Coastal"
"1335",46,4646011,"Davis Bay Elementary","V0N3A0","Public School","Standard school","SECHELT","N","N","N","V0N","Sunshine Coast","Vancouver Coastal"
"1336",46,4646012,"Pender Harbour Elem-Secondary","V0N2H1","Public School","Standard school","MADEIRA PARK","Y","Y","Y","V0N","Sunshine Coast","Vancouver Coastal"
"1337",46,4646013,"Halfmoon Bay Elementary","V7Z1A8","Public School","Standard school","HALFMOON BAY","N","N","N","V7Z","Sunshine Coast","Vancouver Coastal"
"1338",46,4646015,"Langdale Elementary","V0N1V6","Public School","Standard school","GIBSONS","N","N","N","V0N","Sunshine Coast","Vancouver Coastal"
